0.17,0.35
0.35,0.60
0.60,0.85
0.85,1.10
1.10,1.35
1.35,1.60
1.60,1.85
1.85,2.10
2.10,2.35
2.35,2.60
2.60,2.85
2.85,3.10
3.10,3.35
3.35,3.60
3.60,3.85
3.85,4.10
4.10,4.35
4.35,4.60
4.60,4.85
4.85,5.10
5.10,5.35
5.35,5.60
5.60,5.85
5.85,6.10
6.10,6.35
6.35,6.60
6.60,6.85
6.85,7.10
7.10,7.35
7.35,7.60
7.60,7.85
7.85,8.10
8.10,8.35
8.35,8.60
8.60,8.85
8.85,9.10
9.10,9.35
9.35,9.60
9.60,9.85
9.85,10.10
10.10,10.35
10.35,10.60
10.60,10.85
10.85,11.10
11.10,11.35
11.35,11.60
11.60,11.85
11.85,12.10
12.10,12.35
12.35,12.60
12.60,12.85
12.85,13.10
13.10,13.35
13.35,13.60
13.60,13.85
13.85,14.10
14.10,14.35
14.35,14.60
14.60,14.85
14.85,15.00
